Authors,Title,Discipline,Source title
"Dulčić F.J.L., Peña R.N.A., Orellana P.E.S., Jofré D.A.C.",Do instructions overwhelm the preschool classroom? Early childhood educators’ use of instructional vs regulative directive commands [Preplavljuju li upute predškolsku učionicu? Uporaba uputa naspram zapovijedi u odgoju djece predškolske dobi],,Suvremena Lingvistika
"Jung P.-Y., Shin J.-A.",Comparing the Difficulty of Classroom English in Primary English Teacher-Guidebooks by Levels Using Coh-Metrix,,English Teaching(South Korea)
Serrano M.J.,LA FUNCIÓN DE LOS CONSTRUCTORES DE ESPACIO MENTAL EN EL DISCURSO PUBLICITARIO: EL USO DE LA SEGUNDA PERSONA OBJETIVADORA TÚ,,Oralia
Veladžić S.,"Cultivating the Sociocultural Identity of Bosnia and Herzegovina Through Language Policy, 1965–1973 [Kultiviranje sociokulturnoga identiteta Bosne i Hercegovine kroz jezičnu politiku 1965. – 1973.]",,Casopis za Suvremenu Povijest
Sainz S.G.,A Women Moralising Crusade in the Peninsular War: Bishop Menéndez de Luarca and his Visit to England,,Archivum
"Kruyt J., Beňuš S.",Prosodic entrainment in individuals with autism spectrum disorder,,Topics in Linguistics
Csizmadia G.P.,"Black, White, Colourful, Gray: Visual Effects in the Children's Book Mimi & Liza",,Ars Aeterna
"Kotek H., Dockum R., Babinski S., Geissler C.",GENDER BIAS AND STEREOTYPES IN LINGUISTIC EXAMPLE SENTENCES,,Language
Mithun M.,IN CELEBRATION OF THE DIFFERENCES: DISTRIBUTING MEANINGS OVER STRUCTURE,,Language
Kawahara S.,Testing MaxEnt with sound symbolism: A stripy wug-shaped curve in Japanese Pokémon names,,Language
"Kotek H., Cépeda P., Pabst K., Syrett K.",GENDER BIAS IN LINGUISTICS TEXTBOOKS: HAS ANYTHING CHANGED SINCE MACAULAY & BRICE 1997?,,Language
Giovannetti L.,Between Truth and Meaning. A Novel Interpretation of the Symploke in Plato's Sophist,,Elenchos
Alessandrelli M.,La sintassi del cosmo: Osservazioni su un volume recente,,Elenchos
Rothmüller N.,"Covid-19. Borders, world-making, and fear of others",,Research in Globalization
Štrmelj L.,Chaucer's Metaphors in Luko Paljetak's Translation: A Cognitive Study [Chaucerove metafore u prijevodu Luke Paljetka. Kognitivna studija],,Sic
Papuc O.,"SWITCHING between CODES, SOCIAL PERSONAS and SEMINAR ACTIVITIES. A CASE STUDY of LOCALIZED HYPERSUBJECTIVITIES CONSTRUCTING A LABORATORY-BASED SUPERDIVERSE MICRO-COMMUNITY",,Metacritic Journal for Comparative Studies and Theory
"Božić R., Pintarić A.",Conceptual Metaphor and Translation Problems (metaphors for LOVE in Andrei Platonov's Chevengur) [Konceptualna metafora i problemi prevodenja (na primjeru koncepta LJUBAV u romanu Čevengur A. Platonova)],,Sic
Constantinescu C.,FICTION MAY CONFRONT THEORIES. LOCATING DETERMINISM of the NEWSPEAK in G. ORWELL’S 1984,,Metacritic Journal for Comparative Studies and Theory
Cohen M.,"Unintended Authors: Piracy, Plagiarism and Property in Victorian Popular Culture",,Victorian Popular Fictions
"Virglerova Z., Ivanova E., Dvorsky J., Belas J., Krulický T.",Selected factors of internationalisation and their impact on the SME perception of the market risk,,Oeconomia Copernicana
Page C.A.,"Indigenous languages and the Jesuits. Fr. Luis de Valdivia to the rescue of Mapudungun, Allentiac and Millcayac [Las lenguas indígenas y los jesuitas. El P. Luis de Valdivia al rescate del mapudungun, allentiac y el millcayac]",,Investigaciones Historicas
"Enayet A., Sukthankar G.",Learning a Generalizable Model of Team Conflict from Multiparty Dialogues,,International Journal of Semantic Computing
Zechner D.,Return to Philology [Rückkehr zur Philologie],,Lili - Zeitschrift fur Literaturwissenschaft und Linguistik
"Gambino R., Pulvirenti G.",Reading »Against the Grain«: For a Neurohermeneutics of Suspicion [Lesen »gegen den Strich«. Für eine Neurohermeneutik des Misstrauens],,Lili - Zeitschrift fur Literaturwissenschaft und Linguistik
"Falk S., Audibert N.",Acoustic signatures of communicative dimensions in codified mother-infant interactions,,Journal of the Acoustical Society of America
"Raitskaya L., Tikhonova E.",Covid-19: An Impromptu or Trend-setting Factor in Research on Language and Education?,,Journal of Language and Education
"Kelly P., Winters J., Miton H., Morin O.",The Predictable Evolution of Letter Shapes An Emergent Script of West Africa Recapitulates Historical Change in Writing Systems,,Current Anthropology
"Otto A., López-Medina B.",Promoting Metacognitive and Linguistic Skills: Digital Learning Logs in Pre-Service Teacher Training,,Journal of Language and Education
de la Mata C.B.,Contributions of diachrony to the teaching of lexical morphology in the Secondary Education [Aportaciones de la diacronía a la enseñanza de la morfología léxica en el aula],,Tejuelo
Saptenno K.,Linguistic Hospitality: Welcoming Indigenous Religions into Interreligious Dialogue,,Ecumenical Review
del Carmen Horno-Chéliz M.,Teaching Morphology in High School in an Inductive Way. Humor as a tool for morphological analysis [Enseñar morfología en Educación Secundaria de un modo inductivo. El humor como herramienta del análisis morfológico],,Tejuelo
Tymbay A.A.,Interruption as a reflection of speaker’s identity in the 2020 US presidential debates [Prekidi kao odraz identiteta govornika u predsjedničkim debatama u SAD–u 2020. godine],,Suvremena Lingvistika
"Zhang W., Xu C.",Visibility of Chinese ad hoc medical interpreters through text ownership: A case study,,"Linguistica Antverpiensia, New Series – Themes in Translation Studies"
"Kazancl C., Oruç S., Mosulishvili M., Wall J.",Cultural Keystone Species without Boundaries: A Case Study on Wild Woody Plants of Transhumant People around the Georgia-Turkey Border (Western Lesser Caucasus),,Journal of Ethnobiology
Bello Y.M.,Narratives in conflict and the limits on the interpreter s agency: A case study from the un Peacekeeping mission in Lebanon,,"Linguistica Antverpiensia, New Series – Themes in Translation Studies"
"Lalinská M., Hučková J., Hvozdíková S.",Intervention Reading Comprehension Program in French Language,,Education and Self Development
Leitner B.,New perspectives on the urban-rural dichotomy and dialect contact in the Arabic gələt dialects in Iraq and south-west Iran,,Languages
"Münster S., Utescher R., Ulutas Aydogan S.",Digital topics on cultural heritage investigated: how can data-driven and data-guided methods support to identify current topics and trends in digital heritage?,,Built Heritage
Christiansen T.W.,Linguistics and Deception Detection (DD): A Work in Progress,,"Studies in Logic, Grammar and Rhetoric"
Mensah E.O.,A sociolinguistic study of address terms in a Nigerian university's staff club,,Poznan Studies in Contemporary Linguistics
Freidin R.,The strong minimalist thesis,,Philosophies
"Zhang L., Liu H.",Genre Effect on L2 Syntactic Complexity and Holistic Rating for Writing Quality of Intermediate EFL Learners,,Chinese Journal of Applied Linguistics
"Xuan J., Yang H., Shim J.",On L2 English Learners' Formulaic Language Use and Spoken English Fluency,,Chinese Journal of Applied Linguistics
Wei M.,"Linguistic Dimensions of Accentedness, Comprehensibility and Intelligibility: Exploring Listener Effects in American, Moroccan, Turkmen and Chinese Varieties of English",,Chinese Journal of Applied Linguistics
Al-Rojaie Y.,Perceptual mapping of linguistic variation in Saudi Arabic dialects,,Poznan Studies in Contemporary Linguistics
"Salman G.S., Ebrahimi M.",The Terminology Work of Arabicization and Dissemination of Arabicized Terms in the Arab Press from the Perspective of Arab Journalistic Translators,,Lebende Sprachen
"Lackey W.J., Boerger B.H.",Reexamining the phonological history of oceanic’s temotu subgroup,,Oceanic Linguistics
"Stanley J.A., Renwick M.E.L., Kuiper K.I., Olsen R.M.",Back Vowel Dynamics and Distinctions in Southern American English,,Journal of English Linguistics
"Mancera Rueda A., Pano Alamán A.",The colloquialization of advertising discourse on Twitter as a brand strategy [La coloquialización del discurso publicitario en twitter como estrategia de marca],,Oralia
"García I.S., Santoni N.","""What if we start at the top right?"": Proposals in Spanish and Italian in pragmatically oriented dialogues [«¿Y si empezamos por arriba a la derecha?» Las propuestas en español e italiano en diálogos orientados pragmáticamente]",,Rassegna Iberistica
Mariottini L.,Argumentation and persuasion in post-confinement audiovisual advertisements: Storytelling [Argumentación y persuasión en los anuncios comerciales audiovisuales post-confinamiento: El storytelling],,Oralia
Conner T.,Interview with John Baugh,,Journal of English Linguistics
"Liu C.-T., Chen Y.-S.",Awareness of Linguistic Ambiguity and Translator Training,,SAGE Open
"Narapureddy B.R., Patan S.K., Deepthi C.S., Chaudhuri S., John K.R., Chittooru C., Babu S., Nagoor K., Jeeragyal D., Basha J., Nell T., Reddy R.S.",Development of a community orientation program (COP) as a community-based medical education method for undergraduate medical students: an experience from India,,BMC Medical Education
"Wang T.-C., Huang C.-Y., Huang S.-L., Lee J.-Y.",Priority weights for predicting the success of hotel sustainable business models,,Sustainability (Switzerland)
"Allassonnière-Tang M., Lundgren O., Robbers M., Cronhamn S., Larsson F., Her O.-S., Hammarström H., Carling G.",Expansion by migration and diffusion by contact is a source to the global diversity of linguistic nominal categorization systems,,Humanities and Social Sciences Communications
"Martínez-Sánchez L.M., Parra-Martínez C., Martínez-García T.E., Martínez-García C.",Cognitive keys in psychophysical estimation of chemosensory perception in university students,,Foods
Alharbi A.,Controversy and Discourse: The Arts of Transforming Negativity Through Transitivity,,SAGE Open
Todeschini G.,"Jews, Economic Metaphors, and the Healthy Body Politic: The Jewish Role in Christian Economic Narratives and the Birth of Modern Economics",,Jewish History
Taghipour S.,Definiteness in Laki: Its interaction with demonstratives and number,,Canadian Journal of Linguistics
Das S.N.,Shadow Conversations and the Citational Practices of a Journal,,Journal of Linguistic Anthropology
"Gijbels L., Yeatman J.D., Lalonde K., Lee A.K.C.",Audiovisual speech processing in relationship to phonological and vocabulary skills in first graders,,"Journal of Speech, Language, and Hearing Research"
Hillewaert S.M.,Reimagining Linguistic Heritage: Or How Mother Tongue Speakers Re-Create Their Language,,Journal of Linguistic Anthropology
"Hedman C., Magnusson U.",Researching the complexities of the school subject swedish as a second language: A linguistic ethnographic project in four schools,,Languages
Long A.Y.,Korean learners’ acquisition and use of variable first-person subject forms in Spanish,,Languages
Davis C.P.,"Memes, Emojis, and Text: The Semiotics of Differentiation in Sri Lankan Tamil Digital Publics",,Journal of Linguistic Anthropology
"Pérez A.P., Soler I.G., Feroce N.",Variable future-time expression in spanish: A comparison between heritage and second language learners,,Languages
"Feroce N., de Prada Pérez A., Kennedy L.",What can l2ers tell us about codeswitching? Mood selection in Spanish,,Languages
"Yu L., Zeng J., Wang S., Zhang Y.",Phonetic encoding contributes to the processing of linguistic prosody at the word level: Cross-linguistic evidence from event-related potentials,,"Journal of Speech, Language, and Hearing Research"
Philips S.U.,Evolving Studies of Language Ideologies in Honor of Judith T. Irvine: A Commentary,,Journal of Linguistic Anthropology
"Xi J., Xu H., Zhu Y., Zhang L., Shu H., Zhang Y.",Categorical perception of chinese lexical tones by late second language learners with high proficiency: Behavioral and electrophysiological measures,,"Journal of Speech, Language, and Hearing Research"
Bordeaux C.,Mentorship and Relationality,,"Communication, Culture and Critique"
"Pajković V., Grdinić-Rakonjac M.",Evaluation of road safety performance based on self-reported behaviour data set,,Sustainability (Switzerland)
"Vender M., Vernice M., Sorace A.",Supporting bilingualism in vulnerable populations,,Sustainability (Switzerland)
Sengupta T.,Heroes and villains: Multimodal identity construction in children's wartime visual narratives,,Multimodal Communication
Vogel S.,"""Los Programadores Debieron Pensarse Como Dos Veces"": Exploring the Intersections of Language, Power, and Technology with Bi/Multilingual Students",,ACM Transactions on Computing Education
Dunstan S.C.,"“La Langue de nos maîtres”: Linguistic Hierarchies, Dialect, and Canon Decolonization During and After the Présence Africaine Congress of 1956",,Journal of Modern History
Lee J.-H.,The effects of media literacy-based activities on writing skills in the EFL classroom,,"International Journal of Learning, Teaching and Educational Research"
Stipp H.-J.,The age of the Masoretic Sondergut in the Book of Jeremiah [Das Alter des masoretischen Sonderguts im Jeremiabuch],,Zeitschrift fur die Alttestamentliche Wissenschaft
"Shi J., Xu M.","Visualizing international studies on cyberspace sovereignty: Concept, rationality, and legitimacy",,International Journal of Legal Discourse
"Hacibektasoglu S.E., Mertoglu B., Tozan H.",Application of a novel hybrid f-sc risk analysis method in the paint industry,,Sustainability (Switzerland)
"Yang M., Wang M.",A science mapping of studies on courtroom discourse with CiteSpace,,International Journal of Legal Discourse
Franco P.L.,"Ordinary language philosophy, explanation, and the historical turn in philosophy of science",,Studies in History and Philosophy of Science
"Pomerantz J.B., Cohen S.J., Doychak K., Raghavan C.",Linguistic Indicators of Coercive Control: Evidenced in Sex Trafficking Narratives,,Violence and Gender
Pan Q.,"Traductology, linguistics, and culture: the contrastive function of omissions in English-Chinese translations of the intercultural collision in Little Red Riding Hood",,Heritage Science
Greif H.,Adaptation and its analogues: Biological categories for biosemantics,,Studies in History and Philosophy of Science
Baker M.J.,Foundations of the Age-Area Hypothesis,,Humanities and Social Sciences Communications
Francisco F.B.,The southern Moroccan dialects and the Hilali category,,Languages
Shi D.,Exploring digital interactivity: A multimodal and social semiotic approach to intersemiotic construction in COVID China website,,Multimodal Communication
Armella V.A.,The renaissance reception of Nahua Paideia in the writings of Bernardino de Sahagún: An aesthetic approach to religion,,Religions
Shalev D.,"Not yes and not no: μϵsigma;η απoκρisigma;iζ and other forms of ""non-polar response"" in ancient greek sources: Part i with deep respect and gratitude to professor gualtiero calboli, Salutations on the occasion of his 88th birthday",,Hermes (Germany)
Mel'Čuk I.,Morphemic and Syntactic Phrasemes,,Yearbook of Phraseology
"Gedamu A.D., Gezahegn T.H.",EFL supervisors’ written feedback focus and language functions: a mixed methods study,,Asian-Pacific Journal of Second and Foreign Language Education
Hordii O.,Communicative and expressive formulas of German in Internet texts: A discussion-oriented approach [Kommunikative und expressive Formeln des Deutschen in Internettexten: ein diskursorientierter Ansatz],,Yearbook of Phraseology
Abdel-Raheem A.,Conceptual blending and (im)politeness in political cartooning,,Multimodal Communication
Oda H.,Decomposing and deducing the Coordinate Structure Constraint,,Linguistic Review
"Léard-Schneider L., Lévêque Y.",Perception of music and speech prosody after severe traumatic brain injury,,Music Perception
Yoon H.-J.,"Challenging the connection between task perceptions and language use in L2 writing: Genre, cognitive task complexity, and linguistic complexity",,Journal of Second Language Writing
"Khan S.A., Nadeem M., Agrawal A., Khan R.A., Kumar R.",Quantitative analysis of software security through fuzzy promethee-ii methodology: A design perspective,,International Journal of Modern Education and Computer Science
Alhassan A.,Challenges and Professional Development Needs of EMI Lecturers in Omani Higher Education,,SAGE Open
Garachana M.,"Bailando, me paso el día bailando y los vecinos mientras tanto no paran de molestar. Parar de + INF as an interruptive verbal periphrasis in Spanish",,Languages
"Matulewska A., Mikołajczyk M.","Who is Right, Who is Wrong? Interpreting 14 Points of Wilson - A Case Study of Deontic Modals and their Meanings",,"Studies in Logic, Grammar and Rhetoric"
"Heil J., López L.",Why is there no raising to object in Spanish? A study of code-switching,,Languages
